species_id	species_alt_id	species_name	representative_genome	gtdb_taxonomy	operational_taxonomy	count_hgm	count_ref	gut_species	new_species	cultured_species	high_quality	signalp_type
OTU-20648	274148	Enterobacteriaceae HGM20648	SRS372979_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__RIT-PI-d	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20648	1	0	Yes	Yes	No	Yes	gram-negative
OTU-16760	274761	RF32 HGM16760	SRS882242_20	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	d__Bacteria;p__08;c__076;o__392;f__0759;g__2596;s__16760	1	0	Yes	Yes	No	Yes	gram-negative
OTU-11596	257717	Christensenellales HGM11596	ERS537196_60	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	d__Bacteria;p__18;c__124;o__747;f__1467;g__6069;s__11596	13	0	Yes	Yes	No	Yes	gram-positive
OTU-05585	257510	Alistipes HGM05585	ERS537196_61	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	d__Bacteria;p__21;c__101;o__591;f__1149;g__4497;s__05585	16	0	Yes	Yes	No	Yes	gram-negative
OTU-12139	227465	Lachnospiraceae HGM12139	SRS820611_6	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65	d__Bacteria;p__18;c__124;o__762;f__1519;g__6572;s__12139	2	0	Yes	Yes	No	Yes	gram-positive
OTU-12596	258620	Lachnospiraceae HGM12596	ERS537246_12	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__WAL-18680	d__Bacteria;p__18;c__124;o__762;f__1517;g__6686;s__12596	15	0	Yes	Yes	No	Yes	gram-positive
OTU-04264	270278	Collinsella HGM04264	ERS235564_53	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04264	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12542	261559	Sellimonas sp.	ERS473221_34	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas	d__Bacteria;p__18;c__124;o__762;f__1517;g__6654;s__12542	27	4	Yes	No	Yes	Yes	gram-positive
OTU-04912	259459	Prevotella HGM04912	ERS396318_53	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	d__Bacteria;p__21;c__101;o__592;f__1144;g__4379;s__04912	2	0	Yes	Yes	No	Yes	gram-negative
OTU-05332	216178	Odoribacter sp.	1841857.3	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter massiliensis	d__Bacteria;p__21;c__101;o__591;f__1148;g__4484;s__05332	8	2	Yes	No	Yes	Yes	gram-negative
OTU-09803	247037	Coprobacillus cateniformis	1297794.4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Coprobacillus;s__Coprobacillus cateniformis	d__Bacteria;p__01;c__014;o__045;f__0076;g__0258;s__09803	31	6	Yes	No	Yes	Yes	gram-positive
OTU-12853	259219	DTU089 sp.	290054.4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251	d__Bacteria;p__18;c__124;o__751;f__1488;g__6212;s__12853	3	1	Yes	No	Yes	Yes	gram-positive
OTU-12854	258661	DTU089 HGM12854	SRS820622_31	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251	d__Bacteria;p__18;c__124;o__751;f__1488;g__6211;s__12854	7	0	Yes	Yes	No	Yes	gram-positive
OTU-05636	274801	RC9 HGM05636	SRS476833_14	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__RC9	d__Bacteria;p__21;c__101;o__594;f__1151;g__4528;s__05636	1	0	Yes	Yes	No	Yes	gram-negative
OTU-04096	258667	Libanicoccus sp.	1871022.3	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Libanicoccus;s__Libanicoccus massiliensis	d__Bacteria;p__23;c__115;o__659;f__1278;g__5349;s__04096	3	1	Yes	No	Yes	Yes	gram-positive
OTU-13247	257359	Ruminococcaceae HGM13247	ERS537313_61	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115	d__Bacteria;p__18;c__124;o__751;f__1497;g__6305;s__13247	18	0	Yes	Yes	No	Yes	gram-positive
OTU-12794	256314	DTU089 HGM12794	ERS537311_27	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	d__Bacteria;p__18;c__124;o__751;f__1487;g__6205;s__12794	9	0	Yes	Yes	No	Yes	gram-positive
OTU-04913	261507	Prevotella HGM04913	SRS475986_71	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	d__Bacteria;p__21;c__101;o__592;f__1144;g__4368;s__04913	11	0	Yes	Yes	No	Yes	gram-negative
OTU-10885	249966	RFN20 HGM10885	SRS1596806_127	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288	d__Bacteria;p__01;c__013;o__041;f__0071;g__0239;s__10885	6	0	Yes	Yes	No	Yes	gram-positive
OTU-10784	245034	RF39 sp.	ERS473386_53	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__	d__Bacteria;p__01;c__014;o__047;f__0084;g__0320;s__10784	11	1	Yes	No	No	Yes	gram-positive
OTU-13125	223562	ER4 HGM13125	SRS476070_18	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	d__Bacteria;p__18;c__124;o__750;f__1481;g__6149;s__13125	2	0	Yes	Yes	No	Yes	gram-positive
OTU-08912	239323	Campylobacteraceae HGM08912	SRS475627_10	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae	d__Bacteria;p__10;c__055;o__264;f__0507;g__1499;s__08912	2	0	Yes	Yes	No	Yes	gram-negative
OTU-13720	274541	Anaerococcus HGM13720	SRS335563_5	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus	d__Bacteria;p__18;c__124;o__763;f__1529;g__6723;s__13720	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12887	252522	DTU089 sp.	SRS475984_27	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-488;s__	d__Bacteria;p__18;c__124;o__751;f__1489;g__6223;s__12887	61	1	Yes	No	No	Yes	gram-positive
OTU-20441	277762	Escherichia coli	656371.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp1	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20441	4	11	Yes	No	Yes	Yes	gram-negative
OTU-01801	217020	Bifidobacterium sp.	1150461.5	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	d__Bacteria;p__23;c__114;o__653;f__1260;g__5068;s__01801	10	6	Yes	No	Yes	Yes	gram-positive
OTU-04189	274838	Collinsella HGM04189	ERS608499_12	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04189	1	0	Yes	Yes	No	Yes	gram-positive
OTU-19865	279324	Dechloromonas HGM19865	ERS473408_44	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__Dechloromonas	d__Bacteria;p__08;c__064;o__329;f__0613;g__1785;s__19865	1	0	Yes	Yes	No	Yes	gram-negative
OTU-04190	274746	Collinsella HGM04190	SRS049896_43	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04190	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12408	279337	Marvinbryantia HGM12408	ERS396453_2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	d__Bacteria;p__18;c__124;o__762;f__1517;g__6664;s__12408	1	0	Yes	Yes	No	Yes	gram-positive
OTU-05665	252087	RC9 sp.	ERS396300_80	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__RC9;s__	d__Bacteria;p__21;c__101;o__594;f__1151;g__4530;s__05665	4	1	Yes	No	No	Yes	gram-negative
OTU-09854	232533	Eubacterium HGM09854	ERS396512_33	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Eubacterium_D	d__Bacteria;p__01;c__014;o__046;f__0082;g__0300;s__09854	10	0	Yes	Yes	No	Yes	gram-positive
OTU-14125	255669	Dialister HGM14125	ERS537211_84	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister	d__Bacteria;p__18;c__123;o__722;f__1410;g__5761;s__14125	8	0	Yes	Yes	No	Yes	gram-positive
OTU-10798	248768	RF39 HGM10798	ERS608535_28	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-628	d__Bacteria;p__01;c__014;o__047;f__0083;g__0302;s__10798	20	0	Yes	Yes	No	Yes	gram-positive
OTU-12247	261281	Dorea HGM12247	ERS473200_8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	d__Bacteria;p__18;c__124;o__762;f__1517;g__6649;s__12247	3	0	Yes	Yes	No	Yes	gram-positive
OTU-04191	270354	Collinsella HGM04191	ERS473200_6	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04191	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12461	270355	Robinsoniella HGM12461	ERS473049_12	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella	d__Bacteria;p__18;c__124;o__762;f__1517;g__6662;s__12461	1	0	Yes	Yes	No	Yes	gram-positive
OTU-04192	279489	Collinsella HGM04192	ERS537286_63	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04192	1	0	Yes	Yes	No	Yes	gram-positive
OTU-12186	258962	Lachnospiraceae sp.	SRS075773_50	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__	d__Bacteria;p__18;c__124;o__762;f__1519;g__6569;s__12186	53	1	Yes	No	No	Yes	gram-positive
OTU-09016	254900	Helicobacter sp.	SRS476292_72	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_F	d__Bacteria;p__10;c__055;o__265;f__0510;g__1532;s__09016	1	1	Yes	No	Yes	Yes	gram-negative
OTU-05250	265828	Homeothermaceae HGM05250	SRS021484_50	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-485	d__Bacteria;p__21;c__101;o__592;f__1147;g__4443;s__05250	1	0	Yes	Yes	No	Yes	gram-negative
OTU-20442	259302	Escherichia coli	1169349.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp2	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20442	1	11	Yes	No	Yes	Yes	gram-negative
OTU-04193	270758	Collinsella HGM04193	ERS473415_1	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04193	2	0	Yes	Yes	No	Yes	gram-positive
OTU-13259	255890	Ruminococcaceae sp.	ERS396436_50	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-169;s__	d__Bacteria;p__18;c__124;o__751;f__1496;g__6342;s__13259	15	2	Yes	No	Yes	Yes	gram-positive
OTU-20799	262248	Haemophilus HGM20799	ERS473369_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	d__Bacteria;p__08;c__064;o__363;f__0707;g__2432;s__20799	8	0	Yes	Yes	No	Yes	gram-negative
OTU-01794	258211	Bifidobacterium sp.	ERS473389_10	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	d__Bacteria;p__23;c__114;o__653;f__1260;g__5068;s__01794	306	19	Yes	No	Yes	Yes	gram-positive
OTU-21769	254019	Acinetobacter baumannii	470.3115	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii	d__Bacteria;p__08;c__064;o__361;f__0705;g__2423;s__21769	5	2733	Yes	No	Yes	Yes	gram-negative
OTU-12567	254051	Tyzzerella HGM12567	ERS537181_3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella nexilis	d__Bacteria;p__18;c__124;o__762;f__1517;g__6653;s__12567	22	0	Yes	Yes	No	Yes	gram-positive
OTU-12009	259137	Ruminococcus obeum	1263107.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	d__Bacteria;p__18;c__124;o__762;f__1517;g__6656;s__12009	28	5	Yes	No	Yes	Yes	gram-positive
OTU-12034	262046	Blautia sp.	765821.8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	d__Bacteria;p__18;c__124;o__762;f__1517;g__6656;s__12034	117	6	Yes	No	Yes	Yes	gram-positive
OTU-10447	265853	Streptococcus sp.	SRS295013_29	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	d__Bacteria;p__01;c__014;o__053;f__0110;g__0497;s__10447	1	2	Yes	No	No	Yes	gram-positive
OTU-14135	257209	Dialister sp.	ERS537341_64	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	d__Bacteria;p__18;c__123;o__722;f__1410;g__5761;s__14135	125	1	Yes	No	No	Yes	gram-positive
OTU-05527	245112	Alistipes HGM05527	ERS396301_33	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	d__Bacteria;p__21;c__101;o__591;f__1149;g__4500;s__05527	7	0	Yes	Yes	No	Yes	gram-negative
OTU-20495	260007	Klebsiella oxytoca	571.110	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A michiganensis	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20495	7	28	Yes	No	Yes	Yes	gram-negative
OTU-14023	258362	Phascolarctobacterium HGM14023	SRS294928_1	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	d__Bacteria;p__18;c__123;o__722;f__1408;g__5750;s__14023	5	0	Yes	Yes	No	Yes	gram-positive
OTU-10841	259426	RF39 sp.	SRS294946_53	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-417;s__	d__Bacteria;p__01;c__014;o__047;f__0087;g__0357;s__10841	54	1	Yes	No	No	Yes	gram-positive
OTU-11572	235556	Christensenellales HGM11572	ERS608493_23	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	d__Bacteria;p__18;c__124;o__747;f__1466;g__6063;s__11572	8	0	Yes	Yes	No	Yes	gram-positive
OTU-12209	217126	Clostridium citroniae	742733.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M citroniae	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12209	3	6	Yes	No	Yes	Yes	gram-positive
OTU-10855	251673	RF39 sp.	ERS235614_36	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877;s__	d__Bacteria;p__01;c__014;o__047;f__0087;g__0355;s__10855	4	1	Yes	No	No	Yes	gram-positive
OTU-04984	255089	Prevotella sp.	ERS608603_55	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	d__Bacteria;p__21;c__101;o__592;f__1144;g__4368;s__04984	3	1	Yes	No	No	Yes	gram-negative
OTU-10887	273361	RFN20 HGM10887	SRS023914_66	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288	d__Bacteria;p__01;c__013;o__041;f__0071;g__0239;s__10887	2	0	Yes	Yes	No	Yes	gram-positive
OTU-12035	253933	Blautia sp.	1262951.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	d__Bacteria;p__18;c__124;o__762;f__1517;g__6656;s__12035	31	2	Yes	No	Yes	Yes	gram-positive
OTU-11770	238654	Eubacterium sp.	53442.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium	d__Bacteria;p__18;c__124;o__770;f__1552;g__6848;s__11770	4	4	Yes	No	Yes	Yes	gram-positive
OTU-10851	243024	RF39 HGM10851	SRS820585_6	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-877	d__Bacteria;p__01;c__014;o__047;f__0087;g__0354;s__10851	2	0	Yes	Yes	No	Yes	gram-positive
OTU-13013	238280	Oscillospiraceae HGM13013	ERS235605_29	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	d__Bacteria;p__18;c__124;o__750;f__1483;g__6178;s__13013	5	0	Yes	Yes	No	Yes	gram-positive
OTU-12559	240624	Lachnospiraceae sp.	1262782.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	d__Bacteria;p__18;c__124;o__762;f__1517;g__6518;s__12559	9	1	Yes	No	No	Yes	gram-positive
OTU-20575	260009	Pantoea septica	472695.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea septica	d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20575	3	14	Yes	No	Yes	Yes	gram-negative
OTU-23210	236536	Treponema HGM23210	SRS882224_50	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D	d__Bacteria;p__00;c__002;o__012;f__0015;g__0066;s__23210	31	0	Yes	Yes	No	Yes	gram-negative
OTU-04817	259854	Paraprevotella clara	ERS537369_59	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	d__Bacteria;p__21;c__101;o__592;f__1142;g__4357;s__04817	141	3	Yes	No	Yes	Yes	gram-negative
OTU-20907	266329	Succinivibrio HGM20907	SRS295026_10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio	d__Bacteria;p__08;c__064;o__363;f__0725;g__2524;s__20907	1	0	Yes	Yes	No	Yes	gram-negative
OTU-16768	259564	RF32 HGM16768	SRS475705_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239	d__Bacteria;p__08;c__076;o__392;f__0757;g__2593;s__16768	12	0	Yes	Yes	No	Yes	gram-negative
OTU-04971	249272	Prevotella sp.	SRS476160_1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	d__Bacteria;p__21;c__101;o__592;f__1144;g__4373;s__04971	77	1	Yes	No	No	Yes	gram-negative
OTU-04378	260351	Slackia HGM04378	ERS608495_107	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia	d__Bacteria;p__23;c__115;o__659;f__1277;g__5371;s__04378	80	0	Yes	Yes	No	Yes	gram-positive
OTU-11646	257012	Clostridium HGM11646	SRS295021_20	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	d__Bacteria;p__18;c__124;o__736;f__1442;g__5955;s__11646	31	0	Yes	Yes	No	Yes	gram-positive
OTU-12210	253125	Clostridium clostridioforme	ERS608532_8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M clostridioforme	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12210	5	1	Yes	No	Yes	Yes	gram-positive
OTU-12568	256596	Tyzzerella sp.	658088.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella sp1	d__Bacteria;p__18;c__124;o__762;f__1517;g__6653;s__12568	23	4	Yes	No	Yes	Yes	gram-positive
OTU-14325	229468	Fusobacterium sp.	ERS608532_1	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A ulcerans	d__Bacteria;p__01;c__006;o__022;f__0037;g__0112;s__14325	6	4	Yes	No	Yes	Yes	gram-negative
OTU-11573	256111	Christensenellales HGM11573	ERS235628_3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	d__Bacteria;p__18;c__124;o__747;f__1467;g__6069;s__11573	3	0	Yes	Yes	No	Yes	gram-positive
OTU-13412	262010	Ruminococcus bicirculans	SRS098061_38	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	d__Bacteria;p__18;c__124;o__751;f__1498;g__6332;s__13412	568	7	Yes	No	Yes	Yes	gram-positive
OTU-10145	240507	Lactobacillus paracasei	321967.11	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C paracasei	d__Bacteria;p__01;c__014;o__053;f__0105;g__0449;s__10145	30	122	Yes	No	Yes	Yes	gram-positive
OTU-11560	228500	Christensenellales sp.	ERS396323_61	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024;s__	d__Bacteria;p__18;c__124;o__746;f__1468;g__6086;s__11560	7	1	Yes	No	No	Yes	gram-positive
OTU-13039	260855	Oscillospiraceae sp.	SRS148721_25	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	d__Bacteria;p__18;c__124;o__750;f__1483;g__6185;s__13039	16	1	Yes	No	No	Yes	gram-positive
OTU-11574	232702	Christensenellales HGM11574	SRS023715_19	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74	d__Bacteria;p__18;c__124;o__747;f__1467;g__6083;s__11574	19	0	Yes	Yes	No	Yes	gram-positive
OTU-12400	257232	Lachnospira sp.	ERS396450_2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	d__Bacteria;p__18;c__124;o__762;f__1517;g__6491;s__12400	54	2	Yes	No	Yes	Yes	gram-positive
OTU-23427	270490	Kiritimatiellae HGM23427	SRS476839_99	d__Bacteria;p__Verrucomicrobia;c__Kiritimatiellae	d__Bacteria;p__20;c__095;o__539;f__1036;g__3862;s__23427	1	0	Yes	Yes	No	Yes	gram-negative
OTU-12881	245343	DTU089 sp.	ERS473414_25	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-352;s__	d__Bacteria;p__18;c__124;o__751;f__1490;g__6245;s__12881	83	3	Yes	No	Yes	Yes	gram-positive
OTU-13156	255123	Oscillibacter sp.	SRS1596798_70	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	d__Bacteria;p__18;c__124;o__750;f__1481;g__6146;s__13156	120	8	Yes	No	Yes	Yes	gram-positive
OTU-12201	261965	Clostridium HGM12201	ERS537292_27	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M	d__Bacteria;p__18;c__124;o__762;f__1517;g__6684;s__12201	28	0	Yes	Yes	No	Yes	gram-positive
OTU-13173	263750	Oscillibacter sp.	1262910.3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	d__Bacteria;p__18;c__124;o__750;f__1481;g__6146;s__13173	1	1	Yes	No	No	Yes	gram-positive
OTU-14176	262316	Veillonella dispar	SRS373194_12	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	d__Bacteria;p__18;c__123;o__722;f__1409;g__5756;s__14176	41	2	Yes	No	Yes	Yes	gram-positive
OTU-05367	255425	P3 HGM05367	SRS476430_84	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__P3	d__Bacteria;p__21;c__101;o__595;f__1157;g__4571;s__05367	5	0	Yes	Yes	No	Yes	gram-negative
OTU-12917	253390	Neglecta sp.	ERS235554_32	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Neglecta;s__	d__Bacteria;p__18;c__124;o__751;f__1490;g__6258;s__12917	1	1	Yes	No	No	Yes	gram-positive
OTU-12706	247664	Oscillospirales HGM12706	SRS475566_15	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Firm-07	d__Bacteria;p__18;c__124;o__755;f__1504;g__6393;s__12706	19	0	Yes	Yes	No	Yes	gram-positive
OTU-10888	265989	RFN20 HGM10888	SRS476430_87	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288	d__Bacteria;p__01;c__013;o__041;f__0071;g__0238;s__10888	1	0	Yes	Yes	No	Yes	gram-positive
OTU-04195	261809	Collinsella HGM04195	ERS537290_54	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	d__Bacteria;p__23;c__115;o__659;f__1278;g__5354;s__04195	3	0	Yes	Yes	No	Yes	gram-positive
